,phase,project_gpt,pull_number_gpt,is_gpt_pr,event_gpt,factor_gpt,factor_gpt_norm,duration_gpt,project_no_gpt,pull_number_no_gpt,is_no_gpt_pr,event_no_gpt,factor_no_gpt,factor_no_gpt_norm,duration_no_gpt,jaccard_distance,jaccard_similiarity,manhattan_distance,cosine_distance,cosine_similarity,euclidean_distance
917,at_waiting_before_change,DenverCoder1_github-readme-streak-stats,479,GPT PR,gpt assistance,[ 2  2  8 29],[0.    0.    0.222 1.   ],39.321,AUTOMATIC1111_stable-diffusion-webui-extensions,264,Not GPT PR,not gpt assistance,[ 1  1  3 10],[0.    0.    0.222 1.   ],1.54,0.0,1.0,0.0,0.001,0.999,0.0
918,at_waiting_before_change,DragonOS-Community_DragonOS,576,GPT PR,gpt assistance,[  15   45 1559   26],[0.    0.019 1.    0.007],304.388,asyml_forte,499,Not GPT PR,not gpt assistance,[  17   38 1057   25],[0.    0.02  1.    0.008],911.779,0.0,1.0,0.002,0.0,1.0,0.001
919,at_waiting_before_change,DragonOS-Community_DragonOS,578,GPT PR,gpt assistance,[  6  28 336  26],[0.    0.067 1.    0.061],170.796,one-among-us_data,150,Not GPT PR,not gpt assistance,[  8  23 258  24],[0.    0.06  1.    0.064],112.287,0.0,1.0,0.01,0.0,1.0,0.008
920,at_waiting_before_change,DragonOS-Community_DragonOS,579,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],0.046,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
921,at_waiting_before_change,DragonOS-Community_DragonOS,589,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],20.796,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
922,at_waiting_before_change,DragonOS-Community_DragonOS,592,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],0.11,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
923,at_waiting_before_change,DragonOS-Community_DragonOS,595,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],0.553,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
924,at_waiting_before_change,DragonOS-Community_DragonOS,596,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],2.463,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
925,at_waiting_before_change,DragonOS-Community_DragonOS,600,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],1.475,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
926,at_waiting_before_change,DragonOS-Community_DragonOS,601,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],2.364,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
927,at_waiting_before_change,DragonOS-Community_DragonOS,602,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],0.799,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
928,at_waiting_before_change,DragonOS-Community_DragonOS,603,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],0.984,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
929,at_waiting_before_change,DragonOS-Community_DragonOS,606,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],0.159,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
930,at_waiting_before_change,DragonOS-Community_DragonOS,607,GPT PR,gpt assistance,[ 0  0  0 26],[0. 0. 0. 1.],0.722,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
931,at_waiting_before_change,DragonOS-Community_DragonOS,609,GPT PR,gpt assistance,[ 2  4 20 26],[0.    0.083 0.75  1.   ],16.604,channel-io_bezier-react,1418,Not GPT PR,not gpt assistance,[ 4  8 30 37],[0.    0.121 0.788 1.   ],97.129,0.0,1.0,0.076,0.002,0.998,0.054
932,at_waiting_before_change,DragonOS-Community_DragonOS,610,GPT PR,gpt assistance,[ 0  0  0 26],[0. 0. 0. 1.],3.272,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
933,at_waiting_before_change,DragonOS-Community_DragonOS,611,GPT PR,gpt assistance,[  2   3 134  26],[0.    0.008 1.    0.182],121.984,datawhalechina_llm-universe,85,Not GPT PR,not gpt assistance,[ 1  1 24  5],[0.    0.    1.    0.174],0.396,0.333,0.667,0.016,0.001,0.999,0.011
934,at_waiting_before_change,DragonOS-Community_DragonOS,614,GPT PR,gpt assistance,[ 2  6 86 26],[0.    0.048 1.    0.286],69.829,SergeyPirogov_webdriver_manager,537,Not GPT PR,not gpt assistance,[ 31  35 194  79],[0.    0.025 1.    0.294],171.538,0.0,1.0,0.031,0.017,0.983,0.024
935,at_waiting_before_change,DragonOS-Community_DragonOS,615,GPT PR,gpt assistance,[  2   9 407  26],[0.    0.017 1.    0.059],67.129,zeabur_zeabur,278,Not GPT PR,not gpt assistance,[  2   7 240  13],[0.    0.021 1.    0.046],39.49,0.0,1.0,0.017,0.0,1.0,0.014
936,at_waiting_before_change,DragonOS-Community_DragonOS,618,GPT PR,gpt assistance,[ 0  0  0 26],[0. 0. 0. 1.],17.694,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
937,at_waiting_before_change,DragonOS-Community_DragonOS,621,GPT PR,gpt assistance,[ 0  0  0 26],[0. 0. 0. 1.],3.588,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
938,at_waiting_before_change,DragonOS-Community_DragonOS,622,GPT PR,gpt assistance,[ 2  3 13 26],[0.    0.042 0.458 1.   ],3.023,ParabolInc_parabol,7543,Not GPT PR,not gpt assistance,[ 1  2 37 83],[0.    0.012 0.439 1.   ],114.939,0.0,1.0,0.049,0.006,0.994,0.036
939,at_waiting_before_change,Ebazhanov_linkedin-skill-assessments-quizzes,6571,GPT PR,gpt assistance,[ 3  3  8 51],[0.    0.    0.104 1.   ],18.232,huggingface_transformers,1288,Not GPT PR,not gpt assistance,[ 1  1  2 11],[0.  0.  0.1 1. ],313.96,0.0,1.0,0.004,0.001,0.999,0.004
940,at_waiting_before_change,EleutherAI_elk,140,GPT PR,gpt assistance,[0 0 0 1],[0. 0. 0. 1.],24.834,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
941,at_waiting_before_change,EleutherAI_lm-evaluation-harness,1171,GPT PR,gpt assistance,[ 2  3  8 39],[0.    0.027 0.162 1.   ],22.721,bloomberg_pybossa,840,Not GPT PR,not gpt assistance,[ 2  3 14 71],[0.    0.014 0.174 1.   ],1.378,0.0,1.0,0.025,0.001,0.999,0.018
942,at_waiting_before_change,Expensify_App,30907,GPT PR,gpt assistance,[ 15  15 240  40],[0.    0.    1.    0.111],846.549,Codecademy_docs,1829,Not GPT PR,not gpt assistance,[ 14  14 101  23],[0.    0.    1.    0.103],585.616,0.0,1.0,0.008,0.007,0.993,0.008
943,at_waiting_before_change,FinOps-Open-Cost-and-Usage-Spec_FOCUS_Spec,179,GPT PR,gpt assistance,[ 31  37 333   9],[0.068 0.086 1.    0.   ],1141.671,mosaicml_examples,25,Not GPT PR,not gpt assistance,[ 29  36 375   5],[0.065 0.084 1.    0.   ],153.236,0.0,1.0,0.005,0.0,1.0,0.004
944,at_waiting_before_change,GreptimeTeam_docs,506,GPT PR,gpt assistance,[2 2 8 9],[0.    0.    0.857 1.   ],238.172,RobertCNelson_boot-scripts,41,Not GPT PR,not gpt assistance,[ 1  1 36 41],[0.    0.    0.875 1.   ],25.967,0.0,1.0,0.018,0.021,0.979,0.018
945,at_waiting_before_change,HumanCompatibleAI_tensor-trust,204,GPT PR,gpt assistance,[ 1  4 28  1],[0.    0.111 1.    0.   ],12.902,YAPP-Github_onboard-server,79,Not GPT PR,not gpt assistance,[  6  17 110   3],[0.028 0.131 1.    0.   ],136.63,0.333,0.667,0.048,0.0,1.0,0.034
946,at_waiting_before_change,JanusGraph_janusgraph,3879,GPT PR,gpt assistance,[ 0  0  0 78],[0. 0. 0. 1.],253.021,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
947,at_waiting_before_change,Jermolene_TiddlyWiki5,7874,GPT PR,gpt assistance,[  2   4  44 147],[0.    0.014 0.29  1.   ],1931.852,t2linux_wiki,445,Not GPT PR,not gpt assistance,[ 2  2 12 37],[0.    0.    0.286 1.   ],12.505,0.333,0.667,0.018,0.001,0.999,0.015
948,at_waiting_before_change,Joystream_atlas,5910,GPT PR,gpt assistance,[ 1  1  4 38],[0.    0.    0.081 1.   ],24.691,codespell-project_codespell,3222,Not GPT PR,not gpt assistance,[  1   1  15 153],[0.    0.    0.092 1.   ],0.911,0.0,1.0,0.011,0.0,1.0,0.011
949,at_waiting_before_change,Kanaries_graphic-walker,232,GPT PR,gpt assistance,[ 11  44 649  13],[0.    0.052 1.    0.003],238.944,kiss-community_community,106,Not GPT PR,not gpt assistance,[ 1  5 77  1],[0.    0.053 1.    0.   ],17.525,0.333,0.667,0.004,0.0,1.0,0.003
950,at_waiting_before_change,Kanaries_graphic-walker,238,GPT PR,gpt assistance,[  14   59 1876   14],[0.    0.024 1.    0.   ],828.341,tarasglek_chatcraft.org,172,Not GPT PR,not gpt assistance,[  17   65 2304    9],[0.003 0.024 1.    0.   ],211.257,0.333,0.667,0.003,0.0,1.0,0.003
951,at_waiting_before_change,Kanaries_graphic-walker,241,GPT PR,gpt assistance,[   1   42 9174   13],[0.    0.004 1.    0.001],20.441,Azure_azure-cli,27801,Not GPT PR,not gpt assistance,[    78   1908 354254     95],[0.    0.005 1.    0.   ],1544.103,0.333,0.667,0.002,0.0,1.0,0.001
952,at_waiting_before_change,Kanaries_graphic-walker,250,GPT PR,gpt assistance,[   5   56 3020   14],[0.    0.017 1.    0.003],445.682,intel_xFasterTransformer,41,Not GPT PR,not gpt assistance,[  1  18 949   4],[0.    0.018 1.    0.003],49.284,0.0,1.0,0.001,0.0,1.0,0.001
953,at_waiting_before_change,Kanaries_graphic-walker,252,GPT PR,gpt assistance,[ 1  2 36 14],[0.    0.029 1.    0.371],29.332,coreos_bootupd,203,Not GPT PR,not gpt assistance,[ 3  4 33 14],[0.    0.033 1.    0.367],1019.005,0.0,1.0,0.008,0.004,0.996,0.006
954,at_waiting_before_change,Kanaries_graphic-walker,253,GPT PR,gpt assistance,[ 0  0  0 14],[0. 0. 0. 1.],9.208,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
955,at_waiting_before_change,Kanaries_graphic-walker,254,GPT PR,gpt assistance,[ 0  0  0 14],[0. 0. 0. 1.],1.397,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
956,at_waiting_before_change,Kanaries_graphic-walker,255,GPT PR,gpt assistance,[ 1  2  8 14],[0.    0.077 0.538 1.   ],22.863,Tomas-M_linux-live,84,Not GPT PR,not gpt assistance,[ 7 18 51 92],[0.    0.129 0.518 1.   ],5273.265,0.0,1.0,0.072,0.001,0.999,0.056
957,at_waiting_before_change,Kanaries_graphic-walker,261,GPT PR,gpt assistance,[  1  24 935  14],[0.    0.025 1.    0.014],54.601,wix-incubator_quix,515,Not GPT PR,not gpt assistance,[  22   69 2138   53],[0.    0.022 1.    0.015],525.266,0.0,1.0,0.004,0.0,1.0,0.003
958,at_waiting_before_change,Kanaries_graphic-walker,262,GPT PR,gpt assistance,[ 1  3 16 14],[0.    0.133 1.    0.867],14.868,cozy_cozy-drive,3100,Not GPT PR,not gpt assistance,[  1   6 104  86],[0.    0.049 1.    0.825],17.44,0.0,1.0,0.126,0.006,0.994,0.094
959,at_waiting_before_change,Kanaries_graphic-walker,264,GPT PR,gpt assistance,[ 0  0  0 14],[0. 0. 0. 1.],1.698,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
960,at_waiting_before_change,Kanaries_graphic-walker,267,GPT PR,gpt assistance,[ 0  0  0 14],[0. 0. 0. 1.],140.087,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
961,at_waiting_before_change,Kanaries_graphic-walker,269,GPT PR,gpt assistance,[ 1  1  2 14],[0.    0.    0.077 1.   ],0.484,obsidianmd_obsidian-releases,2618,Not GPT PR,not gpt assistance,[ 1  1  4 44],[0.   0.   0.07 1.  ],1656.479,0.0,1.0,0.007,0.004,0.996,0.007
962,at_waiting_before_change,Kanaries_graphic-walker,270,GPT PR,gpt assistance,[ 2  2 41 15],[0.    0.    1.    0.333],263.968,mlarhrouch_azure-pipeline-gpt-pr-review,30,Not GPT PR,not gpt assistance,[ 1  1 10  4],[0.    0.    1.    0.333],14.63,0.0,1.0,0.0,0.003,0.997,0.0
963,at_waiting_before_change,Kanaries_graphic-walker,273,GPT PR,gpt assistance,[ 1  1 27 14],[0.  0.  1.  0.5],0.241,LAION-AI_Open-Assistant,1781,Not GPT PR,not gpt assistance,[1 1 3 2],[0.  0.  1.  0.5],2.952,0.0,1.0,0.0,0.059,0.941,0.0
964,at_waiting_before_change,Kanaries_graphic-walker,274,GPT PR,gpt assistance,[ 0  0  0 14],[0. 0. 0. 1.],0.092,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
965,at_waiting_before_change,Kanaries_graphic-walker,276,GPT PR,gpt assistance,[ 0  0  0 14],[0. 0. 0. 1.],2.572,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
966,at_waiting_before_change,Kanaries_graphic-walker,278,GPT PR,gpt assistance,[ 0  0  0 14],[0. 0. 0. 1.],0.122,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
967,at_waiting_before_change,Kanaries_graphic-walker,280,GPT PR,gpt assistance,[   1   32 1547   15],[0.    0.02  1.    0.009],285.097,fluxcd_website,1573,Not GPT PR,not gpt assistance,[   7   94 4588   48],[0.    0.019 1.    0.009],821.588,0.0,1.0,0.001,0.0,1.0,0.001
968,at_waiting_before_change,Kanaries_graphic-walker,284,GPT PR,gpt assistance,[ 4  5 78 15],[0.    0.014 1.    0.149],42.055,coreos_fedora-coreos-docs,336,Not GPT PR,not gpt assistance,[  1   3 204  32],[0.    0.01  1.    0.153],49.371,0.0,1.0,0.008,0.003,0.997,0.006
969,at_waiting_before_change,Kanaries_graphic-walker,288,GPT PR,gpt assistance,[  4  14 225  15],[0.    0.045 1.    0.05 ],44.248,hashicorp_dev-portal,2155,Not GPT PR,not gpt assistance,[  9  26 372  25],[0.    0.047 1.    0.044],151.444,0.0,1.0,0.008,0.0,1.0,0.006
970,at_waiting_before_change,Kanaries_graphic-walker,289,GPT PR,gpt assistance,[ 0  0  0 15],[0. 0. 0. 1.],44.138,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
971,at_waiting_before_change,Kanaries_graphic-walker,291,GPT PR,gpt assistance,[ 0  0  0 15],[0. 0. 0. 1.],43.694,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
972,at_waiting_before_change,Kanaries_graphic-walker,292,GPT PR,gpt assistance,[ 1  3 24 15],[0.    0.087 1.    0.609],43.965,sparcs-kaist_taxi-front,769,Not GPT PR,not gpt assistance,[ 4  8 61 37],[0.    0.07  1.    0.579],828.371,0.0,1.0,0.047,0.0,1.0,0.034
973,at_waiting_before_change,Kanaries_graphic-walker,293,GPT PR,gpt assistance,[  1   8 155  15],[0.    0.045 1.    0.091],43.165,Azure_MS-AMP-Examples,11,Not GPT PR,not gpt assistance,[ 1  2 22  3],[0.    0.048 1.    0.095],43.076,0.0,1.0,0.007,0.002,0.998,0.005
974,at_waiting_before_change,Kanaries_graphic-walker,295,GPT PR,gpt assistance,[ 0  0  0 15],[0. 0. 0. 1.],1.17,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
975,at_waiting_before_change,Kanaries_graphic-walker,297,GPT PR,gpt assistance,[ 1  1  2 15],[0.    0.    0.071 1.   ],16.608,obsidianmd_obsidian-releases,2618,Not GPT PR,not gpt assistance,[ 1  1  4 44],[0.   0.   0.07 1.  ],1656.479,0.0,1.0,0.001,0.003,0.997,0.001
976,at_waiting_before_change,Kanaries_graphic-walker,300,GPT PR,gpt assistance,[  2  10 512  15],[0.    0.016 1.    0.025],17.657,wildfly-security_wildfly-elytron,1567,Not GPT PR,not gpt assistance,[   6   77 3949  100],[0.    0.018 1.    0.024],3878.525,0.0,1.0,0.003,0.0,1.0,0.002
977,at_waiting_before_change,Kanaries_graphic-walker,301,GPT PR,gpt assistance,[ 2  7 79 15],[0.    0.065 1.    0.169],17.642,huggingface_peft,1217,Not GPT PR,not gpt assistance,[ 6  8 49 12],[0.    0.047 1.    0.14 ],235.439,0.0,1.0,0.047,0.008,0.992,0.034
978,at_waiting_before_change,Kanaries_graphic-walker,302,GPT PR,gpt assistance,[  11   48 1799   15],[0.    0.021 1.    0.002],25.55,balena-os_balena-beaglebone,583,Not GPT PR,not gpt assistance,[  85  204 5649   93],[0.    0.021 1.    0.001],1830.066,0.0,1.0,0.001,0.0,1.0,0.001
979,at_waiting_before_change,Kanaries_graphic-walker,305,GPT PR,gpt assistance,[ 0  0  0 15],[0. 0. 0. 1.],3.28,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
980,at_waiting_before_change,Kanaries_graphic-walker,306,GPT PR,gpt assistance,[ 0  0  0 15],[0. 0. 0. 1.],0.955,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
981,at_waiting_before_change,Kanaries_graphic-walker,308,GPT PR,gpt assistance,[ 0  0  0 15],[0. 0. 0. 1.],22.135,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
982,at_waiting_before_change,Kanaries_graphic-walker,310,GPT PR,gpt assistance,[ 0  0  0 15],[0. 0. 0. 1.],0.083,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
983,at_waiting_before_change,Kanaries_graphic-walker,314,GPT PR,gpt assistance,[ 1  1  4 16],[0.  0.  0.2 1. ],0.401,tldr-pages_tldr,10095,Not GPT PR,not gpt assistance,[  2   2  24 112],[0.  0.  0.2 1. ],51.687,0.0,1.0,0.0,0.002,0.998,0.0
984,at_waiting_before_change,Kanaries_graphic-walker,316,GPT PR,gpt assistance,[  1   1 274  16],[0.    0.    1.    0.055],0.389,tardis-sn_tardis,2261,Not GPT PR,not gpt assistance,[   4    4 2136  135],[0.    0.    1.    0.061],121.736,0.0,1.0,0.006,0.0,1.0,0.006
985,at_waiting_before_change,Kanaries_graphic-walker,319,GPT PR,gpt assistance,[ 1  1  1 16],[0. 0. 0. 1.],5.336,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.006,0.994,0.0
986,at_waiting_before_change,Kanaries_graphic-walker,320,GPT PR,gpt assistance,[ 0  0  0 16],[0. 0. 0. 1.],0.349,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
987,at_waiting_before_change,Kanaries_graphic-walker,321,GPT PR,gpt assistance,[ 1  2 11 16],[0.    0.067 0.667 1.   ],0.22,Juniper_py-junos-eznc,883,Not GPT PR,not gpt assistance,[ 1  2 40 59],[0.    0.017 0.672 1.   ],166.022,0.0,1.0,0.055,0.003,0.997,0.05
988,at_waiting_before_change,Kanaries_graphic-walker,323,GPT PR,gpt assistance,[  1  10 602  16],[0.    0.015 1.    0.025],5.099,wildfly-security_wildfly-elytron,1567,Not GPT PR,not gpt assistance,[   6   77 3949  100],[0.    0.018 1.    0.024],3878.525,0.0,1.0,0.004,0.0,1.0,0.003
989,at_waiting_before_change,Kanaries_graphic-walker,324,GPT PR,gpt assistance,[ 0  0  0 16],[0. 0. 0. 1.],2.114,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
990,at_waiting_before_change,Kanaries_graphic-walker,326,GPT PR,gpt assistance,[ 1  2 13 16],[0.    0.067 0.8   1.   ],2.327,cnpm_cnpmcore,615,Not GPT PR,not gpt assistance,[ 1  3 22 27],[0.    0.077 0.808 1.   ],40.951,0.0,1.0,0.018,0.0,1.0,0.013
991,at_waiting_before_change,Kanaries_graphic-walker,327,GPT PR,gpt assistance,[ 0  0  0 16],[0. 0. 0. 1.],0.073,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
992,at_waiting_before_change,Kanaries_graphic-walker,331,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],34.439,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
993,at_waiting_before_change,Kanaries_graphic-walker,332,GPT PR,gpt assistance,[ 1  7 51 17],[0.   0.12 1.   0.32],5.613,systemd_zram-generator,25,Not GPT PR,not gpt assistance,[ 2  9 68 22],[0.    0.106 1.    0.303],90.314,0.0,1.0,0.031,0.0,1.0,0.022
994,at_waiting_before_change,Kanaries_graphic-walker,333,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],5.246,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
995,at_waiting_before_change,Kanaries_graphic-walker,334,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],0.426,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
996,at_waiting_before_change,Kanaries_graphic-walker,335,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],1.824,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
997,at_waiting_before_change,Kanaries_graphic-walker,336,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],1.88,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
998,at_waiting_before_change,Kanaries_graphic-walker,337,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],1.454,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
999,at_waiting_before_change,Kanaries_graphic-walker,339,GPT PR,gpt assistance,[  6  38 418  17],[0.    0.078 1.    0.027],54.631,woowacourse_react-payments,392,Not GPT PR,not gpt assistance,[ 20  84 803  36],[0.    0.082 1.    0.02 ],71.228,0.0,1.0,0.011,0.0,1.0,0.008
1000,at_waiting_before_change,Kanaries_graphic-walker,341,GPT PR,gpt assistance,[  2  11 236  17],[0.    0.038 1.    0.064],0.774,OpenAtomFoundation_pika,1586,Not GPT PR,not gpt assistance,[  27   63 1054  103],[0.    0.035 1.    0.074],666.211,0.0,1.0,0.013,0.001,0.999,0.01
1001,at_waiting_before_change,Kanaries_graphic-walker,343,GPT PR,gpt assistance,[   4   28 1082   17],[0.    0.022 1.    0.012],141.755,wix-incubator_quix,515,Not GPT PR,not gpt assistance,[  22   69 2138   53],[0.    0.022 1.    0.015],525.266,0.0,1.0,0.003,0.0,1.0,0.003
1002,at_waiting_before_change,Kanaries_graphic-walker,345,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],0.919,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1003,at_waiting_before_change,Kanaries_graphic-walker,346,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],0.196,ultralytics_JSON2YOLO,77,Not GPT PR,not gpt assistance,[ 0  0  0 56],[0. 0. 0. 1.],0.0,0.0,1.0,0.0,0.0,1.0,0.0
1004,at_waiting_before_change,Kanaries_graphic-walker,348,GPT PR,gpt assistance,[ 2 17 83 17],[0.    0.185 1.    0.185],0.854,dqbd_tiktoken,51,Not GPT PR,not gpt assistance,[ 1  3 18  4],[0.    0.118 1.    0.176],154.619,0.0,1.0,0.076,0.001,0.999,0.068
1005,at_waiting_before_change,Kanaries_graphic-walker,349,GPT PR,gpt assistance,[  2   2 288  18],[0.    0.    1.    0.056],8.649,tardis-sn_tardis,2261,Not GPT PR,not gpt assistance,[   4    4 2136  135],[0.    0.    1.    0.061],121.736,0.0,1.0,0.005,0.0,1.0,0.005
